case,K,R,P,protocol,lam,n_atoms,nx,ny,dx,F_init,F_final,rel_drop,converged,steps,admissible,conservation,roughness_init,highk_init,l2_change,r1_fell_back,n_atoms_init,n_atoms_relaxed,n5_init,n7_init,n6_init,n5_relaxed,n7_relaxed,n6_relaxed,tau_57,coord_defects_init,coord_defects_relaxed,n5_gt,n6_gt,n7_gt,n_atoms_gt,n_atoms_init_recon,atom_recon_err,ring_l1_init,tau_init_57,nx_sweep,Ef_rel
T4_low_angle_gb,K3,R2,P4,K3/R2/P4,0.01,862,512,198,0.0019569471624266144,0.051910248013954705,0.05184454155538128,0.0012657704612731668,True,800,True,2.6377456547938753e-16,4.1729200848024295,0.0005091478017570758,0.10053992851981192,False,862,733,1,0,360,0,0,286,0.0,12,96,1,351,0,862,862,0.0,0.025139664804469275,1.0,512,
T4_low_angle_gb,K3,R2,P4,K3/R2/P4,0.01,862,768,296,0.001303780964797914,0.05165362752086976,0.05160212415311645,0.0009970910122914269,True,800,True,1.3188728273969376e-16,3.7815985774979124,0.00032261754693234667,0.08942902931121548,False,862,735,1,1,352,0,0,287,0.0,11,95,1,351,0,862,862,0.0,0.008379888268156424,2.0,768,-0.3691973988732005
T5_high_angle_gb,K2,R2,P3,K2/R2/P3,0.01,861,256,100,0.00392156862745098,0.06973314465556912,0.05273164904808649,0.24380795805864802,False,20000,True,1.3204046192986763e-16,58.84160711557148,0.0006891990997058418,0.8465077563461215,False,861,861,0,0,346,0,0,345,1.0,19,23,1,356,0,861,861,0.0,0.0748663101604278,0.0,256,
T5_high_angle_gb,K2,R2,P3,K2/R2/P3,0.01,861,384,148,0.0026109660574412533,0.07043392131692626,0.051893772120204754,0.2632275592508584,True,16800,True,1.3204046192986763e-16,68.69469665203597,0.0006063239504400084,0.8588097854210694,False,860,860,1,0,356,1,0,358,1.0,10,8,1,356,0,861,860,0.0011614401858304297,0.01871657754010695,1.0,384,
T5_high_angle_gb,K2,R2,P3,K2/R2/P3,0.01,861,512,198,0.0019569471624266144,0.07108765943564607,0.05200320740099442,0.26846364314369275,True,17000,True,3.961213857896029e-16,71.9270727029252,0.00041141994172012424,0.861634582985843,False,861,861,1,0,356,2,0,357,2.0,17,15,1,356,0,861,861,0.0,0.0106951871657754,1.0,512,
T5_high_angle_gb,K2,R2,P3,K2/R2/P3,0.01,861,768,296,0.001303780964797914,0.071374312699632,0.05176258788220523,0.27477287101817355,True,15600,True,1.3204046192986763e-16,75.1085372660028,0.00033674436072525613,0.8651201358851279,False,861,862,1,0,355,1,0,355,1.0,18,17,1,356,0,861,861,0.0,0.0053475935828877,1.0,768,-0.33328252292432986
T5_high_angle_gb,K3,R2,P3,K3/R2/P3,0.01,861,256,100,0.00392156862745098,0.052685317940399906,0.052576307540473134,0.0020690849782873015,True,1000,True,0.0,4.649020406882846,0.019396043458978076,0.1284984360123881,False,860,662,0,0,350,0,0,259,1.0,20,109,1,356,0,861,860,0.0011614401858304297,0.06417112299465241,0.0,256,
T5_high_angle_gb,K3,R2,P3,K3/R2/P3,0.01,861,384,148,0.0026109660574412533,0.05183321011108323,0.05173874243094863,0.001822531923686562,True,800,True,2.6408092385973526e-16,4.856148657156021,0.0020007272984866225,0.12021977738427683,False,859,715,1,0,355,0,0,278,0.0,11,109,1,356,0,861,859,0.0023228803716608595,0.02406417112299465,1.0,384,
T5_high_angle_gb,K3,R2,P3,K3/R2/P3,0.01,861,512,198,0.0019569471624266144,0.05191773211221365,0.051845038540382436,0.0014001684756586629,True,800,True,0.0,4.384271058282904,0.0005070791568904113,0.10561605280136817,False,860,714,1,0,356,0,0,279,0.0,18,104,1,356,0,861,860,0.0011614401858304297,0.008021390374331552,1.0,512,
T5_high_angle_gb,K3,R2,P3,K3/R2/P3,0.01,861,768,296,0.001303780964797914,0.05165383107106948,0.051602340534194054,0.000996838681812052,True,800,True,1.3204046192986763e-16,3.7811974071035217,0.0003436861202431113,0.08936606612896686,False,860,727,1,0,354,0,0,282,0.0,19,95,1,356,0,861,860,0.0011614401858304297,0.0053475935828877,1.0,768,-0.3345018279041189
T5_high_angle_gb,K3,R2,P4,K3/R2/P4,0.01,861,256,100,0.00392156862745098,0.052685317940399906,0.052576307540473134,0.0020690849782873015,True,1000,True,0.0,4.649020406882846,0.019396043458978076,0.1284984360123881,False,860,662,0,0,350,0,0,259,1.0,20,109,1,356,0,861,860,0.0011614401858304297,0.06417112299465241,0.0,256,
T5_high_angle_gb,K3,R2,P4,K3/R2/P4,0.01,861,384,148,0.0026109660574412533,0.05183321011108323,0.05173874243094863,0.001822531923686562,True,800,True,2.6408092385973526e-16,4.856148657156021,0.0020007272984866225,0.12021977738427683,False,859,715,1,0,355,0,0,278,0.0,11,109,1,356,0,861,859,0.0023228803716608595,0.02406417112299465,1.0,384,
T5_high_angle_gb,K3,R2,P4,K3/R2/P4,0.01,861,512,198,0.0019569471624266144,0.05191773211221365,0.051845038540382436,0.0014001684756586629,True,800,True,0.0,4.384271058282904,0.0005070791568904113,0.10561605280136817,False,860,714,1,0,356,0,0,279,0.0,18,104,1,356,0,861,860,0.0011614401858304297,0.008021390374331552,1.0,512,
