case,K,R,P,protocol,lam,n_atoms,nx,ny,dx,F_init,F_final,rel_drop,converged,steps,admissible,conservation,roughness_init,highk_init,l2_change,r1_fell_back,n_atoms_init,n_atoms_relaxed,n5_init,n7_init,n6_init,n5_relaxed,n7_relaxed,n6_relaxed,tau_57,coord_defects_init,coord_defects_relaxed,n5_gt,n6_gt,n7_gt,n_atoms_gt,n_atoms_init_recon,atom_recon_err,ring_l1_init,tau_init_57,nx_sweep,Ef_rel
T3_dislocation_dipole,K2,R2,P3,K2/R2/P3,0.01,856,512,198,0.0019569471624266144,0.0713874137342829,0.05201223945298128,0.2714088278000879,False,20000,True,2.656234526205982e-16,70.51326198912491,0.0007853709516194654,0.8626674265811761,False,856,862,0,0,361,0,0,362,1.0,16,27,0,356,0,856,856,0.0,0.014044943820224719,1.0,512,
T3_dislocation_dipole,K2,R2,P3,K2/R2/P3,0.01,856,768,296,0.001303780964797914,0.07168970824528223,0.051771174542007074,0.277843698779259,False,20000,True,0.0,73.49401171945084,0.0007807046601566415,0.8660749893923217,False,856,866,0,0,364,0,0,367,1.0,16,27,0,356,0,856,856,0.0,0.02247191011235955,1.0,768,-0.3331625311547447
T3_dislocation_dipole,K3,R2,P3,K3/R2/P3,0.01,856,256,100,0.00392156862745098,0.05264100888826126,0.05257525120881224,0.0012491720967696197,True,800,True,0.0,3.5107050644670807,0.02993682036186991,0.09904272148339098,False,856,701,0,0,360,0,0,266,1.0,16,67,0,356,0,856,856,0.0,0.011235955056179775,1.0,256,
T3_dislocation_dipole,K3,R2,P3,K3/R2/P3,0.01,856,384,148,0.0026109660574412533,0.051806552798480884,0.05173837542010339,0.0013159991293512743,True,800,True,0.0,3.999172379768708,0.00435671554538741,0.10214914542110286,False,856,679,0,0,364,0,0,258,1.0,16,67,0,356,0,856,856,0.0,0.02247191011235955,1.0,384,
T3_dislocation_dipole,K3,R2,P3,K3/R2/P3,0.01,856,512,198,0.0019569471624266144,0.051894257185644284,0.05184463438918887,0.0009562290539759769,True,800,True,0.0,3.5252745928385125,0.001125289947087682,0.08725865521394698,False,856,696,0,0,368,0,0,252,1.0,16,67,0,356,0,856,856,0.0,0.033707865168539325,1.0,512,
T3_dislocation_dipole,K3,R2,P3,K3/R2/P3,0.01,856,768,296,0.001303780964797914,0.051651182062043076,0.051602592883753594,0.0009407176438114629,True,800,True,2.656234526205982e-16,3.5810125309483714,0.0008856301278274312,0.08662937361863239,False,856,702,0,0,356,0,0,269,1.0,16,66,0,356,0,856,856,0.0,0.0,1.0,768,-0.33449366041514567
T3_dislocation_dipole,K3,R2,P4,K3/R2/P4,0.01,856,256,100,0.00392156862745098,0.05264100888826126,0.05257525120881224,0.0012491720967696197,True,800,True,0.0,3.5107050644670807,0.02993682036186991,0.09904272148339098,False,856,701,0,0,360,0,0,266,1.0,16,67,0,356,0,856,856,0.0,0.011235955056179775,1.0,256,
T3_dislocation_dipole,K3,R2,P4,K3/R2/P4,0.01,856,384,148,0.0026109660574412533,0.051806552798480884,0.05173837542010339,0.0013159991293512743,True,800,True,0.0,3.999172379768708,0.00435671554538741,0.10214914542110286,False,856,679,0,0,364,0,0,258,1.0,16,67,0,356,0,856,856,0.0,0.02247191011235955,1.0,384,
T3_dislocation_dipole,K3,R2,P4,K3/R2/P4,0.01,856,512,198,0.0019569471624266144,0.051894257185644284,0.05184463438918887,0.0009562290539759769,True,800,True,0.0,3.5252745928385125,0.001125289947087682,0.08725865521394698,False,856,696,0,0,368,0,0,252,1.0,16,67,0,356,0,856,856,0.0,0.033707865168539325,1.0,512,
T3_dislocation_dipole,K3,R2,P4,K3/R2/P4,0.01,856,768,296,0.001303780964797914,0.051651182062043076,0.051602592883753594,0.0009407176438114629,True,800,True,2.656234526205982e-16,3.5810125309483714,0.0008856301278274312,0.08662937361863239,False,856,702,0,0,356,0,0,269,1.0,16,66,0,356,0,856,856,0.0,0.0,1.0,768,-0.36918762031112845
