case,K,R,P,protocol,n_atoms,nx,ny,dx,F_init,F_final,rel_drop,converged,steps,conservation,roughness_init,highk_init,l2_change,r1_fell_back,n_atoms_init,n_atoms_relaxed,n5_init,n7_init,n6_init,n5_relaxed,n7_relaxed,n6_relaxed,tau_57,coord_defects_init,coord_defects_relaxed,seed,Ef_rel
T3_dislocation_dipole,K2,R2,P1,K2/R2/P1,856,110,42,0.009174311926605505,1645330901864.6848,2.821330215314033e+30,-1.714749423423924e+18,False,200,0.0,141094.95855748627,0.2941437078979492,26103.89818871563,False,1197,1176,0,0,0,0,0,0,1.0,1036,963,0,0.2364557193871458
T3_dislocation_dipole,K2,R2,P2,K2/R2/P2,856,110,42,0.009174311926605505,0.0015119705451622969,0.0008537431201458929,0.43534407936878755,False,300,0.0,0.9180059311933929,0.051809042773933583,0.40888454136476626,False,1795,1283,0,0,0,0,0,0,1.0,1102,792,0,-0.005801850778403712
T3_dislocation_dipole,K2,R2,P3,K2/R2/P3,856,110,42,0.009174311926605505,0.06483143068856574,0.05274669596753784,0.1864024068677429,False,300,0.0,27.155557744882802,0.2941437078979491,0.6675109152704335,False,923,1489,0,0,0,0,0,0,1.0,819,1226,0,-0.34455963798542266
T3_dislocation_dipole,K2,R2,P4,K2/R2/P4,856,110,42,0.009174311926605505,0.07954728580510986,0.06997754169818883,0.12030258493503876,False,300,0.0,22.851921559340443,0.4127516733199605,0.623081759079778,False,921,1558,0,0,0,0,0,0,1.0,817,1253,0,-0.2508348535476874
T3_dislocation_dipole,K3,R2,P1,K3/R2/P1,856,110,42,0.009174311926605505,2660528687575.68,1.082544736017003e+34,-4.068908337926762e+21,False,200,2.656234526205982e-16,150974.98717750757,0.311400844782423,60347.38037125751,False,1178,1185,0,0,0,0,0,0,1.0,1002,966,0,662.7649572956547
T3_dislocation_dipole,K3,R2,P2,K3/R2/P2,856,110,42,0.009174311926605505,0.0021196317752096845,0.0008454821633986073,0.601118376650601,False,300,2.656234526205982e-16,2.126517697355407,0.25482589626027236,0.6038290145251779,False,788,41,0,1,198,0,0,0,0.0,193,12,0,11.406663618073786
T3_dislocation_dipole,K3,R2,P3,K3/R2/P3,856,110,42,0.009174311926605505,0.05294772193725127,0.05199613749483831,0.017972150785650332,False,300,2.656234526205982e-16,7.482625515208753,0.311400844782423,0.30705999965599956,False,1586,1576,0,0,0,0,0,0,1.0,1232,1083,0,-0.3467226966252464
T3_dislocation_dipole,K3,R2,P4,K3/R2/P4,856,110,42,0.009174311926605505,0.05294772193725127,0.05199613749483831,0.017972150785650332,False,300,2.656234526205982e-16,7.482625515208753,0.311400844782423,0.30705999965599956,False,1586,1576,0,0,0,0,0,0,1.0,1232,1083,0,-0.346268904875149
T3_dislocation_dipole,K4,R2,P1,K4/R2/P1,856,110,42,0.009174311926605505,459305362648.3008,7.876499751527713e+25,-171487215087424.5,False,200,0.0,32158.53151076392,0.08863342957068467,2398.294604406517,False,1885,1055,0,0,0,0,0,0,1.0,1084,838,0,19.993191624885892
T3_dislocation_dipole,K4,R2,P2,K4/R2/P2,856,110,42,0.009174311926605505,0.0007699311895087278,0.0006471659249480116,0.15944965762336416,False,300,0.0,0.5956841087257498,0.016896167605731503,0.20867697104792252,False,0,627,0,0,0,0,0,0,1.0,0,402,0,nan
T3_dislocation_dipole,K4,R2,P3,K4/R2/P3,856,110,42,0.009174311926605505,0.0659885183206227,0.05697645709743728,0.13657014057199973,False,300,0.0,21.56819491124059,0.08863342957068465,0.4820632591497076,False,1296,1627,0,0,0,0,0,0,1.0,827,900,0,-0.3409888961707261
T3_dislocation_dipole,K4,R2,P4,K4/R2/P4,856,110,42,0.009174311926605505,0.0832607997169834,0.07625592889797171,0.08413167832668374,False,300,0.0,19.057654582199007,0.12628118844292066,0.4705588583484383,False,1297,1760,0,0,0,0,0,0,1.0,824,918,0,-0.2770198371821539
T3_dislocation_dipole,K3,R1,P2,K3/R1/P2,856,110,42,0.009174311926605505,0.0012778283298477992,0.0006404194910203545,0.4988219653131073,False,300,2.656234526205982e-16,1.8713271131971638,0.10634782926343246,0.48578370012385746,True,876,158,0,0,0,0,0,0,1.0,772,81,0,8.39755981085272
T3_dislocation_dipole,K3,R3,P2,K3/R3/P2,856,110,42,0.009174311926605505,1.628172527841054,1.628165888521475,4.077773986156474e-06,True,200,2.656234526205982e-16,0.3811803194783914,0.6406210374745843,0.004122340588094087,False,0,0,0,0,0,0,0,0,1.0,0,0,0,-0.3449735868097269
T4_low_angle_gb,K1,R2,P1,K1/R2/P1,862,110,42,0.009174311926605505,505005177206.2145,2.3629810503375925e+26,-467912242684332.8,False,200,0.0,45503.89565370322,0.005750614578077762,1990.9740188924357,False,1780,938,0,0,0,0,0,0,1.0,954,743,0,-0.9113363783510998
T4_low_angle_gb,K1,R2,P2,K1/R2/P2,862,110,42,0.009174311926605505,0.014614533135638614,0.004552776669819633,0.6884760787385434,False,300,0.0,22.47269201378102,0.009527387983762568,0.5357900488621263,False,822,979,0,0,0,0,0,0,1.0,714,771,0,-0.9392040204375942
T4_low_angle_gb,K1,R2,P3,K1/R2/P3,862,110,42,0.009174311926605505,0.05759881499372408,0.0539985854574327,0.06250527092759914,False,300,0.0,14.333293243582537,0.0057506145780777665,0.34179451865405486,False,1580,1674,0,0,0,0,0,0,1.0,919,954,0,-0.3454645762393391
T4_low_angle_gb,K1,R2,P4,K1/R2/P4,862,110,42,0.009174311926605505,0.06742286816019612,0.06557204023851265,0.02745104105161938,False,300,0.0,11.372597289156717,0.05961002022253007,0.2903569243605711,False,1579,1782,0,0,0,0,0,0,1.0,918,936,0,-0.6143293226631195
T4_low_angle_gb,K2,R2,P1,K2/R2/P1,862,110,42,0.009174311926605505,1712837814074.0366,2.7409433060324065e+30,-1.6002351673407944e+18,False,200,0.0,142059.87269227847,0.26720081647702953,25989.76134381393,False,1163,1196,0,0,0,0,0,0,1.0,999,984,0,0.2012259355051979
T4_low_angle_gb,K2,R2,P2,K2/R2/P2,862,110,42,0.009174311926605505,539.9704041336801,16552027.349324614,-30652.582534547284,False,200,0.0,206.0689556143038,0.3934858795736939,8.413025689131452,False,730,753,0,0,0,0,0,0,1.0,640,615,0,19275112814.845207
T4_low_angle_gb,K2,R2,P3,K2/R2/P3,862,110,42,0.009174311926605505,0.06293403187471082,0.052962304840263694,0.1584472937360641,False,300,0.0,24.79507375031654,0.2672008164770296,0.6300299675147636,False,922,1448,0,0,0,0,0,0,1.0,809,1127,0,-0.3418804415921554
T4_low_angle_gb,K2,R2,P4,K2/R2/P4,862,110,42,0.009174311926605505,0.07477802717451298,0.06657327274027611,0.10972146156101521,False,300,0.0,21.442198611114517,0.38252941135785606,0.5985726791957514,False,919,1519,0,0,0,0,0,0,1.0,807,1092,0,-0.2872802557514027
T4_low_angle_gb,K3,R2,P1,K3/R2/P1,862,110,42,0.009174311926605505,2405545134284.58,9.639038121981931e+32,-4.007007802349393e+20,False,200,0.0,146448.66091689692,0.29214384102943525,45916.85724990253,False,1150,1196,0,0,0,0,0,0,1.0,976,975,0,58.101998416701306
T4_low_angle_gb,K3,R2,P2,K3/R2/P2,862,110,42,0.009174311926605505,42.43976894516114,22.544933522155684,0.46877812762630056,False,200,0.0,197.11334317592522,0.32374441953260774,0.8907524942825523,False,741,742,0,0,0,0,0,0,1.0,650,620,0,330824.9104803272
T4_low_angle_gb,K3,R2,P3,K3/R2/P3,862,110,42,0.009174311926605505,0.05336471416246797,0.052065037522167984,0.024354606985116472,False,300,0.0,8.79669872052498,0.2921438410294353,0.3438560192932032,False,1454,1617,0,0,0,0,0,0,1.0,1084,1026,0,-0.34585703955483715
T4_low_angle_gb,K3,R2,P4,K3/R2/P4,862,110,42,0.009174311926605505,0.05336471416246797,0.052065037522167984,0.024354606985116472,False,300,0.0,8.79669872052498,0.2921438410294353,0.3438560192932032,False,1454,1617,0,0,0,0,0,0,1.0,1084,1026,0,-0.345402646485767
T4_low_angle_gb,K4,R2,P1,K4/R2/P1,862,110,42,0.009174311926605505,573900941808.8889,4.2466189698692053e+30,-7.399567870518227e+18,False,200,2.6377456547938753e-16,32039.10907112414,0.21669437659993845,11796.506157825164,False,1875,1078,0,0,0,0,0,0,1.0,938,885,0,1131848.0269113302
T4_low_angle_gb,K4,R2,P2,K4/R2/P2,862,110,42,0.009174311926605505,0.024663165911255013,0.007619048798840854,0.6910757999903042,False,300,2.6377456547938753e-16,21.322924390744053,0.1812686532266248,0.6152707439670989,False,745,787,0,0,0,0,0,0,1.0,574,494,0,nan
T4_low_angle_gb,K4,R2,P3,K4/R2/P3,862,110,42,0.009174311926605505,0.05250277782111857,0.05208380751440051,0.007979964567694415,False,300,2.6377456547938753e-16,3.9662465233838335,0.21669437659993843,0.183043963658389,False,1850,1900,0,0,0,0,0,0,1.0,941,1009,0,-0.39757911898596543
T4_low_angle_gb,K4,R2,P4,K4/R2/P4,862,110,42,0.009174311926605505,0.05250277782111857,0.05208380751440051,0.007979964567694415,False,300,2.6377456547938753e-16,3.9662465233838335,0.21669437659993843,0.183043963658389,False,1850,1900,0,0,0,0,0,0,1.0,941,1009,0,-0.5061949912469532
T4_low_angle_gb,K3,R1,P2,K3/R1/P2,862,110,42,0.009174311926605505,43.186407428925165,23.657699884979625,0.4521956955110303,False,200,0.0,198.13137659344537,0.3237074913083679,0.8951909743065335,True,742,744,0,0,0,0,0,0,1.0,651,621,0,347153.72088783345
T4_low_angle_gb,K3,R3,P2,K3/R3/P2,862,110,42,0.009174311926605505,1.6303204746190354,1.6303168236366843,2.2394261790548855e-06,True,200,0.0,0.2756145501565737,0.6484010712995626,0.0030283666250441725,False,0,0,0,0,0,0,0,0,1.0,0,0,0,-0.34410824543176693
T5_high_angle_gb,K1,R2,P1,K1/R2/P1,861,110,42,0.009174311926605505,485484788686.9393,1.3805635150926006e+26,-284368027024393.6,False,200,1.3204046192986763e-16,40912.31281842572,0.011277625873792517,1784.6061469829165,False,1828,879,0,0,0,0,0,0,1.0,1008,700,0,-0.9481985853644666
T5_high_angle_gb,K1,R2,P2,K1/R2/P2,861,110,42,0.009174311926605505,0.013302666069774451,0.003934671050198208,0.7042193625277613,False,300,1.3204046192986763e-16,20.875805680422463,0.01409223140584914,0.5417554717619115,False,780,949,0,0,0,0,0,0,1.0,683,750,0,-0.9474579584941256
