case,K,R,P,protocol,lam,n_atoms,nx,ny,dx,F_init,F_final,rel_drop,converged,steps,conservation,roughness_init,highk_init,l2_change,r1_fell_back,n_atoms_init,n_atoms_relaxed,n5_init,n7_init,n6_init,n5_relaxed,n7_relaxed,n6_relaxed,tau_57,coord_defects_init,coord_defects_relaxed,Ef_rel
T3_dislocation_dipole,K3,R1,P2,K3/R1/P2,0.0,856,512,198,0.0019569471624266144,1808.6668492694614,76615559963.1125,-42360237.97604929,False,200,0.0,374.9605828180024,0.018953561016032395,46.57585151647103,True,335,365,1,0,4,10,3,0,13.0,190,221,-0.9999999853041148
T3_dislocation_dipole,K3,R3,P2,K3/R3/P2,0.0,856,512,198,0.0019569471624266144,1.634683336517721,1.6346833359267272,3.6153405691576996e-10,True,200,0.0,0.010974361689402513,0.05529011081298848,3.856425852220102e-05,False,0,0,0,0,0,0,0,0,1.0,0,0,-0.3310835813325728
T4_low_angle_gb,K1,R2,P1,K1/R2/P1,0.0,862,512,198,0.0019569471624266144,508548726991.1817,1.9264563858511354e+26,-378814513458517.7,False,200,1.3188728273969376e-16,65922.70401016153,4.225595942519328e-05,2253.9963446648303,False,352,443,4,0,3,3,0,2,0.75,235,229,-0.8509766165834934
T4_low_angle_gb,K1,R2,P2,K1/R2/P2,0.0,862,512,198,0.0019569471624266144,0.013128812639126146,5.365209357507259e-05,0.995913408542736,False,20000,1.3188728273969376e-16,31.91959030809361,4.4109161264434756e-05,0.9936509041797645,False,323,2,3,3,3,0,0,0,0.0,200,0,-0.949525403354668
T4_low_angle_gb,K1,R2,P3,K1/R2/P3,0.0,862,512,198,0.0019569471624266144,0.06220776358912306,0.05193658562378149,0.16511086997407298,False,20000,1.3188728273969376e-16,28.183335515498456,4.2255959425193326e-05,0.7764777636590481,False,343,4,4,0,3,0,0,0,0.0,232,0,-0.33053517366204843
T4_low_angle_gb,K1,R2,P4,K1/R2/P4,0.0,862,512,198,0.0019569471624266144,0.07644301069638738,0.07213376135327808,0.056372051595724976,True,5000,1.3188728273969376e-16,22.21144996304429,0.0003158556275695158,0.5766607033051536,False,343,15,4,0,3,0,0,0,0.0,232,2,-0.24701763391282314
T4_low_angle_gb,K2,R2,P1,K2/R2/P1,0.0,862,512,198,0.0019569471624266144,2402027004252.9727,1.7365634160383004e+32,-7.229574908873139e+19,False,200,1.3188728273969376e-16,379247.25467605673,0.00037484393346857406,58168.41939642676,False,862,872,1,0,351,17,7,25,24.0,12,451,-0.17687236833753855
T4_low_angle_gb,K2,R2,P2,K2/R2/P2,0.0,862,512,198,0.0019569471624266144,5805638.753816662,1.7924929107261548e+22,-3087503351027065.5,False,200,1.3188728273969376e-16,1866.8345537039354,0.016440691784781965,4737.98882922393,False,311,336,4,0,0,4,2,1,1.5,198,203,-0.6940236538493348
T4_low_angle_gb,K2,R2,P3,K2/R2/P3,0.0,862,512,198,0.0019569471624266144,0.07134637956727845,0.05188230678773282,0.2728109386572493,True,14600,1.3188728273969376e-16,72.68267960951756,0.0003748439334685742,0.8687282541197721,False,862,4,1,0,351,0,0,0,0.0,12,0,-0.3312611948383267
T4_low_angle_gb,K2,R2,P4,K2/R2/P4,0.0,862,512,198,0.0019569471624266144,0.09936007584985435,0.08575959615399038,0.13688072980556104,True,5800,1.3188728273969376e-16,60.567205078114405,0.000524496520968776,0.7536950728476314,False,862,5,1,0,351,0,0,0,0.0,12,0,-0.1785711875165621
T4_low_angle_gb,K3,R2,P1,K3/R2/P1,0.0,862,512,198,0.0019569471624266144,17103967578476.889,3.6871415188596755e+44,-2.15572293501039e+31,False,200,2.6377456547938753e-16,386539.75585616793,0.0005091478017570756,9684781.4979658,False,862,795,1,0,360,6,1,9,7.0,12,559,632605801195.8597
T4_low_angle_gb,K3,R2,P2,K3/R2/P2,0.0,862,512,198,0.0019569471624266144,68170.92101777639,5.6831388257556384e+17,-8336602675901.958,False,200,2.6377456547938753e-16,1356.3448761714383,0.017745087230219166,650.9707204463117,False,314,305,0,0,0,0,0,1,1.0,207,185,-0.8909898262161661
T4_low_angle_gb,K3,R2,P3,K3/R2/P3,0.0,862,512,198,0.0019569471624266144,0.051910248013954705,0.051843869778211094,0.0012787115893911154,True,800,2.6377456547938753e-16,4.1729200848024295,0.0005091478017570758,0.10152768013032651,False,862,611,1,0,360,0,0,198,0.0,12,141,-0.3315506288542638
T4_low_angle_gb,K3,R2,P4,K3/R2/P4,0.0,862,512,198,0.0019569471624266144,0.051910248013954705,0.051843869778211094,0.0012787115893911154,True,800,2.6377456547938753e-16,4.1729200848024295,0.0005091478017570758,0.10152768013032651,False,862,611,1,0,360,0,0,198,0.0,12,141,-0.37743120564691107
T4_low_angle_gb,K4,R2,P1,K4/R2/P1,0.0,862,512,198,0.0019569471624266144,414883959604.13745,1.250382798946261e+28,-3.0138133085196084e+16,False,200,2.6377456547938753e-16,8194.442479966981,0.006119525938844284,3522.8212474180687,False,183,470,1,2,2,4,1,3,1.6666666666666667,98,276,1.6321613628303346
T4_low_angle_gb,K4,R2,P2,K4/R2/P2,0.0,862,512,198,0.0019569471624266144,0.006408399160697814,0.0005713965960835987,0.9108362975284175,False,20000,2.6377456547938753e-16,7.247601577971397,0.015495591417396504,0.9817154138576298,False,247,10,2,2,4,0,0,0,0.0,125,0,-0.6091646987711092
T4_low_angle_gb,K4,R2,P3,K4/R2/P3,0.0,862,512,198,0.0019569471624266144,0.06011926884641585,0.052286556888689335,0.13028621452027989,False,20000,2.6377456547938753e-16,7.230058716293579,0.006119525938844285,0.6922992596110813,False,180,3,1,2,2,0,0,0,0.0,98,0,-0.35017734125371075
T4_low_angle_gb,K4,R2,P4,K4/R2/P4,0.0,862,512,198,0.0019569471624266144,0.07846329327703397,0.07666808572178505,0.0228795845837174,False,20000,2.6377456547938753e-16,4.763323561123626,0.004570714678000769,0.38402960287535715,False,180,7,1,2,2,0,0,0,0.0,98,0,-0.4895975243634263
T4_low_angle_gb,K3,R1,P2,K3/R1/P2,0.0,862,512,198,0.0019569471624266144,709.028956371086,93306913.44937997,-131597.17044276782,False,200,2.6377456547938753e-16,883.2496679479931,0.007008137356060351,11.635431006518642,True,333,300,0,1,0,0,0,0,0.0,213,187,-0.9999999999821025
T4_low_angle_gb,K3,R3,P2,K3/R3/P2,0.0,862,512,198,0.0019569471624266144,1.6346718131287132,1.634671812508109,3.7965066118147165e-10,True,200,2.6377456547938753e-16,0.01107951163647142,0.028488920654909617,3.899331918143493e-05,False,0,0,0,0,0,0,0,0,1.0,0,0,-0.3310882967436518
T5_high_angle_gb,K1,R2,P1,K1/R2/P1,0.0,861,512,198,0.0019569471624266144,477244970111.4474,2.4753124970799752e+26,-518667068717755.06,False,200,1.3204046192986763e-16,50838.62710279645,5.591860107304669e-05,1786.7524233082981,False,329,399,5,0,1,3,1,1,0.8,244,209,-0.8085191826623972
T5_high_angle_gb,K1,R2,P2,K1/R2/P2,0.0,861,512,198,0.0019569471624266144,0.010369489068349991,9.441943711705594e-05,0.9908944947533389,False,20000,1.3204046192986763e-16,24.576041094594906,6.070816272581814e-05,0.987189544915344,False,313,4,9,2,5,0,0,0,0.0,211,0,-0.9111724690240804
T5_high_angle_gb,K1,R2,P3,K1/R2/P3,0.0,861,512,198,0.0019569471624266144,0.05648881002820675,0.05191160179524102,0.08102858301812653,False,20000,1.3204046192986763e-16,16.337041097711865,5.591860107304661e-05,0.6379102271696753,False,326,6,5,0,1,0,0,0,0.0,237,0,-0.3308572162883439
T5_high_angle_gb,K1,R2,P4,K1/R2/P4,0.0,861,512,198,0.0019569471624266144,0.06445865513325845,0.06256260462578991,0.029414987072701723,True,6200,1.3204046192986763e-16,13.455235800809472,0.0002702017493604003,0.4473616753425216,False,326,17,5,0,1,0,0,0,0.0,237,0,-0.34692802404982276
T5_high_angle_gb,K2,R2,P1,K2/R2/P1,0.0,861,512,198,0.0019569471624266144,2399331461010.1123,1.8088966600144445e+32,-7.539169512047759e+19,False,200,3.961213857896029e-16,378037.25315945357,0.0004114199417201243,58478.48800922059,False,861,868,1,0,356,55,2,37,57.0,17,415,-0.14258655346048874
T5_high_angle_gb,K2,R2,P2,K2/R2/P2,0.0,861,512,198,0.0019569471624266144,2438271.6770221777,7.822413477009143e+21,-3208179609649787.0,False,200,3.961213857896029e-16,1658.6389704580338,0.025921723248085747,4547.78515108713,False,321,355,0,0,0,1,0,0,nan,230,250,-0.866472359279493
T5_high_angle_gb,K2,R2,P3,K2/R2/P3,0.0,861,512,198,0.0019569471624266144,0.07108765943564607,0.051886687758196694,0.27010274117734245,True,16800,3.961213857896029e-16,71.9270727029252,0.00041141994172012424,0.8669842739540546,False,861,4,1,0,356,0,0,0,0.0,17,0,-0.33120472616654145
T5_high_angle_gb,K2,R2,P4,K2/R2/P4,0.0,861,512,198,0.0019569471624266144,0.09869621003988001,0.08525196926396228,0.13621840970879567,True,6800,3.961213857896029e-16,60.113380019930574,0.0005900189539806567,0.7525520102421007,False,861,6,1,0,356,0,0,0,0.0,17,0,-0.18343337638125445
T5_high_angle_gb,K3,R2,P1,K3/R2/P1,0.0,861,512,198,0.0019569471624266144,16448013559884.691,1.4187946937786973e+44,-8.625933390759217e+30,False,200,0.0,385420.38399336644,0.0005070791568904116,8490617.855378892,False,860,809,1,0,356,21,4,15,25.0,18,430,243423733370.99933
T5_high_angle_gb,K3,R2,P2,K3/R2/P2,0.0,861,512,198,0.0019569471624266144,30243.073455462814,1.3923047907280717e+17,-4603714608497.493,False,200,0.0,1332.441064678275,0.013063809323380252,430.1305369156136,False,328,308,0,0,0,0,0,0,1.0,234,213,-0.973293739278461
T5_high_angle_gb,K3,R2,P3,K3/R2/P3,0.0,861,512,198,0.0019569471624266144,0.05191773211221365,0.05184429548056116,0.0014144807306637802,True,800,0.0,4.384271058282904,0.0005070791568904113,0.10665238070300577,False,860,605,1,0,356,1,0,208,1.0,18,131,-0.3315451400574318
T5_high_angle_gb,K3,R2,P4,K3/R2/P4,0.0,861,512,198,0.0019569471624266144,0.05191773211221365,0.05184429548056116,0.0014144807306637802,True,800,0.0,4.384271058282904,0.0005070791568904113,0.10665238070300577,False,860,605,1,0,356,1,0,208,1.0,18,131,-0.3774260935864116
T5_high_angle_gb,K4,R2,P1,K4/R2/P1,0.0,861,512,198,0.0019569471624266144,412345577613.3132,1.6985250111476804e+28,-4.1191784351826184e+16,False,200,1.3204046192986763e-16,7916.099482144064,0.0039863192439046225,3237.6305774539,False,198,466,5,3,1,2,1,0,0.375,100,291,2.5755385566016837
T5_high_angle_gb,K4,R2,P2,K4/R2/P2,0.0,861,512,198,0.0019569471624266144,0.005750454499528121,0.00046560556650849876,0.9190315188918187,False,20000,1.3204046192986763e-16,7.169755810612777,0.015154370977235153,0.9715907948837246,False,274,6,0,1,1,0,0,0,0.0,170,0,-0.6815257684636724
T5_high_angle_gb,K4,R2,P3,K4/R2/P3,0.0,861,512,198,0.0019569471624266144,0.058535614096679685,0.052363130453749206,0.10544834521998464,False,20000,1.3204046192986763e-16,6.372327363770387,0.003986319243904621,0.6354427717087892,False,198,5,5,3,1,0,0,0,0.0,100,0,-0.3492256771817617
T5_high_angle_gb,K4,R2,P4,K4/R2/P4,0.0,861,512,198,0.0019569471624266144,0.07313078171053312,0.07145486161249458,0.022916753504320354,False,20000,1.3204046192986763e-16,3.8962246217583942,0.004947210960002753,0.37491590134477554,False,198,6,5,3,1,0,0,0,0.0,100,0,-0.5243035231682726
T5_high_angle_gb,K3,R1,P2,K3/R1/P2,0.0,861,512,198,0.0019569471624266144,664.5290984022217,158522099.905035,-238547.01886957523,False,200,0.0,918.51621748889,0.0075637459316836055,11.98068067718338,True,343,303,0,0,0,0,0,0,1.0,245,204,-0.9999999999695933
T5_high_angle_gb,K3,R3,P2,K3/R3/P2,0.0,861,512,198,0.0019569471624266144,1.6346714840698389,1.6346714834504736,3.7889278170529823e-10,True,200,0.0,0.011036365330608346,0.03132800185305348,3.889258436673601e-05,False,0,0,0,0,0,0,0,0,1.0,0,0,-0.3310884313948409
