family,regime,knob,value,sigma_equiv,mean_ringL1,max_ringL1,ringL1_T0,ringL1_T1,ringL1_T2,ringL1_T3,ringL1_T4,ringL1_T5
K2,wide,sigma,0.045,0.045,1.1250927091779983,1.5146067415730338,1.5146067415730338,1.2258771929824561,1.0044543429844097,1.0056179775280898,1.0,1.0
K2,wide,sigma,0.046,0.046,1.0914440830540773,1.4719101123595506,1.4719101123595506,1.0767543859649122,1.0,1.0,1.0,1.0
K2,wide,sigma,0.047,0.047,1.1097837716334829,1.5775280898876405,1.5775280898876405,1.0789473684210527,1.0022271714922049,1.0,1.0,1.0
K2,wide,sigma,0.048,0.048,1.0070495249681304,1.0247191011235954,1.0247191011235954,1.0153508771929824,1.0022271714922049,1.0,1.0,1.0
K2,wide,sigma,0.049,0.049,1.122159800249688,1.5662921348314607,1.5662921348314607,1.1666666666666667,1.0,1.0,1.0,1.0
K2,wide,sigma,0.05,0.05,1.0722221710026927,1.3258426966292134,1.3258426966292134,1.105263157894737,1.0022271714922049,1.0,1.0,1.0
K3,band,sigma_normal,0.002,0.002,0.023246672604040685,0.046052631578947366,0.015730337078651686,0.046052631578947366,0.022271714922048998,0.028089887640449437,0.013966480446927373,0.013368983957219251
K3,band,sigma_normal,0.003,0.003,0.021057115093345995,0.041666666666666664,0.020224719101123594,0.041666666666666664,0.031180400890868598,0.019662921348314606,0.00558659217877095,0.008021390374331552
K3,band,sigma_normal,0.004,0.004,0.026142662239061008,0.05921052631578947,0.020224719101123594,0.05921052631578947,0.035634743875278395,0.02247191011235955,0.013966480446927373,0.0053475935828877
K3,band,sigma_normal,0.005,0.005,0.020893953647910146,0.0378619153674833,0.008988764044943821,0.03508771929824561,0.0378619153674833,0.008426966292134831,0.00558659217877095,0.029411764705882353
K3,band,sigma_normal,0.006,0.006,0.027161444104841146,0.05921052631578947,0.02696629213483146,0.05921052631578947,0.035634743875278395,0.016853932584269662,0.00558659217877095,0.01871657754010695
K3,band,sigma_normal,0.008,0.008,0.09928780116211096,0.18716577540106952,0.06292134831460675,0.08114035087719298,0.060133630289532294,0.08146067415730338,0.12290502793296089,0.18716577540106952
K3,band,sigma_normal,0.01,0.01,0.19827582876892072,0.43258426966292135,0.06741573033707865,0.08333333333333333,0.08463251670378619,0.43258426966292135,0.2569832402234637,0.2647058823529412
K3,band,sigma_normal,0.015,0.015,1.1616865847180915,1.8848314606741574,1.0,1.037280701754386,0.9977728285077951,1.8848314606741574,1.111731843575419,0.9385026737967914
K3,band,sigma_normal,0.02,0.02,1.055341907503343,1.1091314031180401,1.0831460674157303,1.0964912280701755,1.1091314031180401,1.0337078651685394,1.0363128491620113,0.9732620320855615
K3,band,sigma_normal,0.03,0.03,1.0210982654115377,1.0548245614035088,1.0179775280898877,1.0548245614035088,1.0311804008908685,1.0252808988764044,1.0,0.9973262032085561
K3,band,sigma_normal,0.05,0.05,1.000742644357006,1.002808988764045,1.002247191011236,1.0021929824561404,1.0,1.002808988764045,0.9972067039106145,1.0
K3,wide,sigma_normal,0.001,0.001,0.027412926094256707,0.046052631578947366,0.03146067415730337,0.046052631578947366,0.031180400890868598,0.028089887640449437,0.0223463687150838,0.0053475935828877
K3,wide,sigma_normal,0.002,0.002,0.023246672604040685,0.046052631578947366,0.015730337078651686,0.046052631578947366,0.022271714922048998,0.028089887640449437,0.013966480446927373,0.013368983957219251
K3,wide,sigma_normal,0.003,0.003,0.021057115093345995,0.041666666666666664,0.020224719101123594,0.041666666666666664,0.031180400890868598,0.019662921348314606,0.00558659217877095,0.008021390374331552
K3,wide,sigma_normal,0.004,0.004,0.026142662239061008,0.05921052631578947,0.020224719101123594,0.05921052631578947,0.035634743875278395,0.02247191011235955,0.013966480446927373,0.0053475935828877
K3,wide,sigma_normal,0.005,0.005,0.020893953647910146,0.0378619153674833,0.008988764044943821,0.03508771929824561,0.0378619153674833,0.008426966292134831,0.00558659217877095,0.029411764705882353
K3,wide,sigma_normal,0.006,0.006,0.027161444104841146,0.05921052631578947,0.02696629213483146,0.05921052631578947,0.035634743875278395,0.016853932584269662,0.00558659217877095,0.01871657754010695
K3,wide,sigma_normal,0.007,0.007,0.051272425288318636,0.09090909090909091,0.006741573033707865,0.05043859649122807,0.0334075723830735,0.07865168539325842,0.04748603351955307,0.09090909090909091
K3,wide,sigma_normal,0.008,0.008,0.09928780116211096,0.18716577540106952,0.06292134831460675,0.08114035087719298,0.060133630289532294,0.08146067415730338,0.12290502793296089,0.18716577540106952
K3,wide,sigma_normal,0.009,0.009,0.121958166637348,0.20855614973262032,0.058426966292134834,0.09210526315789473,0.0757238307349666,0.15168539325842698,0.1452513966480447,0.20855614973262032
K3,wide,sigma_normal,0.01,0.01,0.19827582876892072,0.43258426966292135,0.06741573033707865,0.08333333333333333,0.08463251670378619,0.43258426966292135,0.2569832402234637,0.2647058823529412
K3,wide,sigma_normal,0.011,0.011,0.29362601268006633,0.7556179775280899,0.08314606741573034,0.09868421052631579,0.11358574610244988,0.7556179775280899,0.36312849162011174,0.34759358288770054
K3,wide,sigma_normal,0.012,0.012,0.8799909526954525,3.747191011235955,0.15280898876404495,0.19736842105263158,0.19599109131403117,3.747191011235955,0.5614525139664804,0.42513368983957217
K3,wide,sigma_normal,0.013,0.013,0.9266702258730405,3.0224719101123596,0.32808988764044944,0.3925438596491228,0.3830734966592428,3.0224719101123596,0.8910614525139665,0.5427807486631016
K3,wide,sigma_normal,0.014,0.014,1.0507841273694447,2.337078651685393,0.6741573033707865,0.7653508771929824,0.8307349665924276,2.337078651685393,0.9888268156424581,0.7085561497326203
K3,wide,sigma_normal,0.015,0.015,1.1616865847180915,1.8848314606741574,1.0,1.037280701754386,0.9977728285077951,1.8848314606741574,1.111731843575419,0.9385026737967914
K3,wide,sigma_normal,0.016,0.016,1.5102452371956092,1.8719101123595505,1.8719101123595505,1.719298245614035,1.581291759465479,1.6151685393258426,1.0251396648044693,1.2486631016042782
K3,wide,sigma_normal,0.017,0.017,1.267182258841461,1.4714912280701755,1.4247191011235956,1.4714912280701755,1.2115812917594655,1.4157303370786516,1.047486033519553,1.032085561497326
K3,wide,sigma_normal,0.018,0.018,1.1423060069471174,1.2876404494382023,1.2876404494382023,1.219298245614035,1.133630289532294,1.1320224719101124,1.0865921787709498,0.9946524064171123
K3,wide,sigma_normal,0.019,0.019,1.0718985858645513,1.144736842105263,1.1258426966292134,1.144736842105263,1.0846325167037862,1.050561797752809,1.0363128491620113,0.9893048128342246
K3,wide,sigma_normal,0.02,0.02,1.055341907503343,1.1091314031180401,1.0831460674157303,1.0964912280701755,1.1091314031180401,1.0337078651685394,1.0363128491620113,0.9732620320855615
K3,wide,sigma_normal,0.021,0.021,1.0619193107713507,1.1280898876404495,1.1280898876404495,1.1030701754385965,1.066815144766147,1.0140449438202248,1.0782122905027933,0.9812834224598931
K3,wide,sigma_normal,0.022,0.022,1.030986897639628,1.0629213483146067,1.0629213483146067,1.0394736842105263,1.0356347438752784,1.0084269662921348,1.047486033519553,0.9919786096256684
K3,wide,sigma_normal,0.023,0.023,1.0412872142637692,1.101123595505618,1.101123595505618,1.087719298245614,1.0334075723830736,1.0168539325842696,1.0139664804469273,0.9946524064171123
K3,wide,sigma_normal,0.024,0.024,1.0329730171067482,1.09438202247191,1.09438202247191,1.0701754385964912,1.0133630289532294,1.0224719101123596,1.0027932960893855,0.9946524064171123
K3,wide,sigma_normal,0.025,0.025,1.0265043412457964,1.0853932584269663,1.0853932584269663,1.0416666666666667,1.017817371937639,1.0112359550561798,1.005586592178771,0.9973262032085561
K3,wide,sigma_normal,0.026,0.026,1.0377706650307088,1.1206140350877194,1.0966292134831461,1.1206140350877194,1.0200445434298442,1.0056179775280898,0.994413407821229,0.9893048128342246
K3,wide,sigma_normal,0.027,0.027,1.0143177239434882,1.0337078651685394,1.0337078651685394,1.0241228070175439,1.0334075723830736,1.002808988764045,0.9972067039106145,0.9946524064171123
K3,wide,sigma_normal,0.028,0.028,1.020439237418146,1.0635964912280702,1.0314606741573034,1.0635964912280702,1.024498886414254,1.0084269662921348,1.0,0.9946524064171123
K3,wide,sigma_normal,0.029,0.029,1.0159511193427615,1.0337078651685394,1.0337078651685394,1.0328947368421053,1.0289532293986636,1.0056179775280898,0.9972067039106145,0.9973262032085561
K3,wide,sigma_normal,0.03,0.03,1.0210982654115377,1.0548245614035088,1.0179775280898877,1.0548245614035088,1.0311804008908685,1.0252808988764044,1.0,0.9973262032085561
K3,wide,sigma_normal,0.031,0.031,1.0137733888494498,1.0350877192982457,1.0224719101123596,1.0350877192982457,1.022271714922049,1.002808988764045,1.0,1.0
K3,wide,sigma_normal,0.032,0.032,1.0141556099431834,1.0504385964912282,1.0224719101123596,1.0504385964912282,1.0200445434298442,1.0,1.0,0.9919786096256684
K3,wide,sigma_normal,0.033,0.033,1.0065523982006233,1.022271714922049,1.0134831460674156,1.0087719298245614,1.022271714922049,1.002808988764045,1.0,0.9919786096256684
K3,wide,sigma_normal,0.034,0.034,1.016168109459777,1.0526315789473684,1.0314606741573034,1.0526315789473684,1.0155902004454342,1.0,1.0,0.9973262032085561
K3,wide,sigma_normal,0.035,0.035,1.0026235141821156,1.0155902004454342,1.0,1.0,1.0155902004454342,1.0056179775280898,0.9972067039106145,0.9973262032085561
K3,wide,sigma_normal,0.036,0.036,1.0206624914822489,1.0526315789473684,1.047191011235955,1.0526315789473684,1.0155902004454342,1.0112359550561798,1.0,0.9973262032085561
K3,wide,sigma_normal,0.037,0.037,1.0196412609750647,1.0489977728285078,1.0134831460674156,1.0328947368421053,1.0489977728285078,1.0224719101123596,1.0,1.0
K3,wide,sigma_normal,0.038,0.038,1.0118306549299145,1.0449438202247192,1.0449438202247192,1.0153508771929824,1.0133630289532294,1.0,1.0,0.9973262032085561
K3,wide,sigma_normal,0.039,0.039,1.0137429992049265,1.0404494382022471,1.0404494382022471,1.019736842105263,1.022271714922049,1.0,1.0,1.0
K3,wide,sigma_normal,0.04,0.04,1.0117729003125673,1.0449438202247192,1.0449438202247192,1.0153508771929824,1.0044543429844097,1.0112359550561798,1.0,0.9946524064171123
K3,wide,sigma_normal,0.041,0.041,1.0051610992743913,1.0224719101123596,1.0224719101123596,1.006578947368421,1.0044543429844097,1.002808988764045,1.0,0.9946524064171123
K3,wide,sigma_normal,0.042,0.042,1.013782012023126,1.0394736842105263,1.0359550561797752,1.0394736842105263,1.0044543429844097,1.002808988764045,1.0,1.0
K3,wide,sigma_normal,0.043,0.043,1.0022449803152937,1.0044943820224719,1.0044943820224719,1.0043859649122806,1.0044543429844097,1.002808988764045,1.0,0.9973262032085561
K3,wide,sigma_normal,0.044,0.044,1.0024954383276454,1.0109649122807018,1.0,1.0109649122807018,1.0066815144766148,1.0,1.0,0.9973262032085561
K3,wide,sigma_normal,0.045,0.045,1.0040149717733398,1.0157303370786517,1.0157303370786517,1.006578947368421,1.0044543429844097,1.0,1.0,0.9973262032085561
K3,wide,sigma_normal,0.046,0.046,1.0039969022549744,1.0112359550561798,1.0112359550561798,1.0109649122807018,1.0044543429844097,1.0,1.0,0.9973262032085561
K3,wide,sigma_normal,0.047,0.047,1.0048113687160771,1.0134831460674156,1.0134831460674156,1.013157894736842,1.0022271714922049,1.0,1.0,1.0
K3,wide,sigma_normal,0.048,0.048,1.006574940860717,1.0224719101123596,1.0224719101123596,1.0175438596491229,1.0022271714922049,1.0,0.9972067039106145,1.0
K3,wide,sigma_normal,0.049,0.049,1.003578686179069,1.0175438596491229,1.0044943820224719,1.0175438596491229,1.0022271714922049,1.0,0.9972067039106145,1.0
K3,wide,sigma_normal,0.05,0.05,1.000742644357006,1.002808988764045,1.002247191011236,1.0021929824561404,1.0,1.002808988764045,0.9972067039106145,1.0
K4,band,sigma_smooth,0.002,0.002,1.8348644254774227,2.401685393258427,2.204494382022472,1.8464912280701755,1.8997772828507795,2.401685393258427,1.2262569832402235,1.4304812834224598
K4,band,sigma_smooth,0.003,0.003,1.572138117040934,2.3230337078651684,1.901123595505618,1.5701754385964912,1.5055679287305122,2.3230337078651684,1.0446927374301676,1.088235294117647
K4,band,sigma_smooth,0.004,0.004,1.4664713295376233,2.283707865168539,1.5640449438202246,1.469298245614035,1.378619153674833,2.283707865168539,1.0363128491620113,1.0668449197860963
K4,band,sigma_smooth,0.005,0.005,1.4786907819534794,2.3230337078651684,1.5797752808988763,1.4824561403508771,1.3919821826280623,2.3230337078651684,1.0307262569832403,1.0641711229946524
K4,band,sigma_smooth,0.006,0.006,1.4741567025589335,2.306179775280899,1.5685393258426967,1.4780701754385965,1.3674832962138084,2.306179775280899,1.0391061452513966,1.085561497326203
K4,band,sigma_smooth,0.008,0.008,1.4547152810689499,2.154494382022472,1.5707865168539326,1.5241228070175439,1.3474387527839644,2.154494382022472,1.0726256983240223,1.0588235294117647
K4,band,sigma_smooth,0.01,0.01,1.420457218916668,1.9269662921348314,1.6471910112359551,1.5789473684210527,1.2850779510022272,1.9269662921348314,1.0391061452513966,1.0454545454545454
K4,band,sigma_smooth,0.015,0.015,1.019265230717503,1.0614525139664805,1.0089887640449438,1.0021929824561404,1.0311804008908685,1.0224719101123596,1.0614525139664805,0.9893048128342246
K4,band,sigma_smooth,0.02,0.02,1.0203764750563356,1.0548245614035088,1.0,1.0548245614035088,1.0534521158129175,1.002808988764045,1.011173184357542,1.0
K4,band,sigma_smooth,0.03,0.03,1.012985875775665,1.0269662921348315,1.0269662921348315,1.0241228070175439,1.0155902004454342,1.0112359550561798,1.0,1.0
K4,band,sigma_smooth,0.05,0.05,1.0003711952487009,1.0022271714922049,1.0,1.0,1.0022271714922049,1.0,1.0,1.0
K4,wide,sigma_smooth,0.001,0.001,1.4332277731049272,2.1769662921348316,1.3123595505617978,1.1864035087719298,1.21826280623608,2.1769662921348316,1.3631284916201116,1.3422459893048129
K4,wide,sigma_smooth,0.002,0.002,1.8348644254774227,2.401685393258427,2.204494382022472,1.8464912280701755,1.8997772828507795,2.401685393258427,1.2262569832402235,1.4304812834224598
K4,wide,sigma_smooth,0.003,0.003,1.572138117040934,2.3230337078651684,1.901123595505618,1.5701754385964912,1.5055679287305122,2.3230337078651684,1.0446927374301676,1.088235294117647
K4,wide,sigma_smooth,0.004,0.004,1.4664713295376233,2.283707865168539,1.5640449438202246,1.469298245614035,1.378619153674833,2.283707865168539,1.0363128491620113,1.0668449197860963
K4,wide,sigma_smooth,0.005,0.005,1.4786907819534794,2.3230337078651684,1.5797752808988763,1.4824561403508771,1.3919821826280623,2.3230337078651684,1.0307262569832403,1.0641711229946524
K4,wide,sigma_smooth,0.006,0.006,1.4741567025589335,2.306179775280899,1.5685393258426967,1.4780701754385965,1.3674832962138084,2.306179775280899,1.0391061452513966,1.085561497326203
K4,wide,sigma_smooth,0.007,0.007,1.4585256137847835,2.235955056179775,1.5730337078651686,1.469298245614035,1.3229398663697105,2.235955056179775,1.0670391061452513,1.0828877005347595
K4,wide,sigma_smooth,0.008,0.008,1.4547152810689499,2.154494382022472,1.5707865168539326,1.5241228070175439,1.3474387527839644,2.154494382022472,1.0726256983240223,1.0588235294117647
K4,wide,sigma_smooth,0.009,0.009,1.4386744065714614,2.044943820224719,1.649438202247191,1.5482456140350878,1.311804008908686,2.044943820224719,1.0642458100558658,1.0133689839572193
K4,wide,sigma_smooth,0.01,0.01,1.420457218916668,1.9269662921348314,1.6471910112359551,1.5789473684210527,1.2850779510022272,1.9269662921348314,1.0391061452513966,1.0454545454545454
K4,wide,sigma_smooth,0.011,0.011,1.3710474999190438,1.7837078651685394,1.6067415730337078,1.5241228070175439,1.2204899777282852,1.7837078651685394,1.0698324022346368,1.0213903743315509
K4,wide,sigma_smooth,0.012,0.012,1.2776197332172086,1.6095505617977528,1.4786516853932585,1.3421052631578947,1.1737193763919822,1.6095505617977528,1.0670391061452513,0.9946524064171123
K4,wide,sigma_smooth,0.013,0.013,1.1005270587710598,1.1910112359550562,1.1730337078651685,1.105263157894737,1.066815144766147,1.1910112359550562,1.0670391061452513,1.0
K4,wide,sigma_smooth,0.014,0.014,1.0202149950104793,1.053072625698324,1.0202247191011236,1.0109649122807018,1.0334075723830736,1.0196629213483146,1.053072625698324,0.983957219251337
K4,wide,sigma_smooth,0.015,0.015,1.019265230717503,1.0614525139664805,1.0089887640449438,1.0021929824561404,1.0311804008908685,1.0224719101123596,1.0614525139664805,0.9893048128342246
K4,wide,sigma_smooth,0.016,0.016,1.0175787198958315,1.0489977728285078,1.0089887640449438,1.0153508771929824,1.0489977728285078,1.0168539325842696,1.0446927374301676,0.9705882352941176
K4,wide,sigma_smooth,0.017,0.017,1.0219570388775676,1.0579064587973275,1.0,1.0394736842105263,1.0579064587973275,1.0224719101123596,1.0279329608938548,0.983957219251337
K4,wide,sigma_smooth,0.018,0.018,1.024761296577721,1.0789473684210527,1.0,1.0789473684210527,1.0579064587973275,1.0112359550561798,1.011173184357542,0.9893048128342246
K4,wide,sigma_smooth,0.019,0.019,1.0216228872430932,1.0745614035087718,1.0,1.0745614035087718,1.0601336302895323,1.0056179775280898,1.0027932960893855,0.9866310160427807
K4,wide,sigma_smooth,0.02,0.02,1.0203764750563356,1.0548245614035088,1.0,1.0548245614035088,1.0534521158129175,1.002808988764045,1.011173184357542,1.0
K4,wide,sigma_smooth,0.021,0.021,1.022593990728105,1.0504385964912282,1.0359550561797752,1.0504385964912282,1.0378619153674833,1.002808988764045,1.011173184357542,0.9973262032085561
K4,wide,sigma_smooth,0.022,0.022,1.0172269676198151,1.0460526315789473,1.0314606741573034,1.0460526315789473,1.0311804008908685,1.002808988764045,0.9972067039106145,0.9946524064171123
K4,wide,sigma_smooth,0.023,0.023,1.0144329656472344,1.043859649122807,1.0247191011235954,1.043859649122807,1.0289532293986636,1.0,0.994413407821229,0.9946524064171123
K4,wide,sigma_smooth,0.024,0.024,1.0130284683753137,1.0404494382022471,1.0404494382022471,1.037280701754386,1.0111358574610245,1.0,1.0,0.9893048128342246
K4,wide,sigma_smooth,0.025,0.025,1.012439676150003,1.0359550561797752,1.0359550561797752,1.0328947368421053,1.0111358574610245,1.0,1.0,0.9946524064171123
K4,wide,sigma_smooth,0.026,0.026,1.0157360251169836,1.0337078651685394,1.0337078651685394,1.0328947368421053,1.0133630289532294,1.0224719101123596,1.0,0.9919786096256684
K4,wide,sigma_smooth,0.027,0.027,1.014266642499151,1.0269662921348315,1.0269662921348315,1.0241228070175439,1.0200445434298442,1.0252808988764044,0.9972067039106145,0.9919786096256684
K4,wide,sigma_smooth,0.028,0.028,1.0129151795621316,1.0285087719298245,1.0202247191011236,1.0285087719298245,1.0200445434298442,1.0168539325842696,0.9972067039106145,0.9946524064171123
K4,wide,sigma_smooth,0.029,0.029,1.0147942580515676,1.0337078651685394,1.0337078651685394,1.0263157894736843,1.0200445434298442,1.0140449438202248,1.0,0.9946524064171123
K4,wide,sigma_smooth,0.03,0.03,1.012985875775665,1.0269662921348315,1.0269662921348315,1.0241228070175439,1.0155902004454342,1.0112359550561798,1.0,1.0
K4,wide,sigma_smooth,0.031,0.031,1.0104544493015193,1.0241228070175439,1.0179775280898877,1.0241228070175439,1.017817371937639,1.002808988764045,1.0,1.0
K4,wide,sigma_smooth,0.032,0.032,1.0097426505584008,1.0200445434298442,1.0157303370786517,1.019736842105263,1.0200445434298442,1.0056179775280898,1.0,0.9973262032085561
K4,wide,sigma_smooth,0.033,0.033,1.0063469118744248,1.0134831460674156,1.0134831460674156,1.0109649122807018,1.0133630289532294,1.0056179775280898,1.0,0.9946524064171123
K4,wide,sigma_smooth,0.034,0.034,1.004777683570233,1.0133630289532294,1.006741573033708,1.0109649122807018,1.0133630289532294,1.0056179775280898,1.0,0.9919786096256684
K4,wide,sigma_smooth,0.035,0.035,1.0036821673424956,1.0112359550561798,1.0112359550561798,1.006578947368421,1.0066815144766148,1.0056179775280898,1.0,0.9919786096256684
K4,wide,sigma_smooth,0.036,0.036,1.0042723636539777,1.0111358574610245,1.0044943820224719,1.0043859649122806,1.0111358574610245,1.0056179775280898,1.0,1.0
K4,wide,sigma_smooth,0.037,0.037,1.0026839399408576,1.0089086859688197,1.0,1.0043859649122806,1.0089086859688197,1.002808988764045,1.0,1.0
K4,wide,sigma_smooth,0.038,0.038,1.0011361177415359,1.0066815144766148,1.0,1.0,1.0066815144766148,1.002808988764045,1.0,0.9973262032085561
K4,wide,sigma_smooth,0.039,0.039,1.0015073129902368,1.0089086859688197,1.0,1.0,1.0089086859688197,1.002808988764045,1.0,0.9973262032085561
K4,wide,sigma_smooth,0.04,0.04,1.0015073129902368,1.0089086859688197,1.0,1.0,1.0089086859688197,1.002808988764045,1.0,0.9973262032085561
K4,wide,sigma_smooth,0.041,0.041,1.003008776917566,1.0112359550561798,1.0112359550561798,1.0,1.0066815144766148,1.002808988764045,1.0,0.9973262032085561
K4,wide,sigma_smooth,0.042,0.042,1.002263049833659,1.0089887640449438,1.0089887640449438,1.0,1.0044543429844097,1.002808988764045,1.0,0.9973262032085561
K4,wide,sigma_smooth,0.043,0.043,1.0018885179984531,1.006741573033708,1.006741573033708,1.0,1.0044543429844097,1.002808988764045,1.0,0.9973262032085561
K4,wide,sigma_smooth,0.044,0.044,1.0018851814119478,1.0066815144766148,1.0044943820224719,1.0,1.0066815144766148,1.002808988764045,1.0,0.9973262032085561
K4,wide,sigma_smooth,0.045,0.045,1.0031768474262406,1.0089887640449438,1.0089887640449438,1.0,1.0044543429844097,1.0056179775280898,1.0,1.0
K4,wide,sigma_smooth,0.046,0.046,1.0020442171614399,1.0056179775280898,1.0,1.0021929824561404,1.0044543429844097,1.0056179775280898,1.0,1.0
K4,wide,sigma_smooth,0.047,0.047,1.00314070838951,1.0087719298245614,1.0,1.0087719298245614,1.0044543429844097,1.0056179775280898,1.0,1.0
K4,wide,sigma_smooth,0.048,0.048,1.0014733846494484,1.0044543429844097,1.0,1.0043859649122806,1.0044543429844097,1.0,1.0,1.0
K4,wide,sigma_smooth,0.049,0.049,1.0011021894007477,1.0043859649122806,1.0,1.0043859649122806,1.0022271714922049,1.0,1.0,1.0
K4,wide,sigma_smooth,0.05,0.05,1.0003711952487009,1.0022271714922049,1.0,1.0,1.0022271714922049,1.0,1.0,1.0
