family,regime,knob,value,sigma_equiv,mean_ringL1,max_ringL1,ringL1_T0,ringL1_T1,ringL1_T2,ringL1_T3,ringL1_T4,ringL1_T5
K2,wide,sigma,0.03,0.03,1.325070373706696,1.90561797752809,1.90561797752809,1.7346491228070176,1.1804008908685968,1.1404494382022472,1.0,0.9893048128342246
K2,wide,sigma,0.031,0.031,1.1513496126070544,1.5393258426966292,1.5393258426966292,1.2653508771929824,1.024498886414254,1.0842696629213484,1.0,0.9946524064171123
K2,wide,sigma,0.032,0.032,1.182401103569455,1.7370786516853933,1.7370786516853933,1.243421052631579,1.1247216035634744,1.0,0.9972067039106145,0.9919786096256684
K2,wide,sigma,0.033,0.033,1.0135352879811277,1.0876404494382022,1.0876404494382022,1.0043859649122806,1.0,1.0,0.9972067039106145,0.9919786096256684
K2,wide,sigma,0.034,0.034,1.2713875359615976,2.002247191011236,2.002247191011236,1.519736842105263,1.044543429844098,1.0617977528089888,1.0,1.0
K2,wide,sigma,0.035,0.035,1.0977535791109783,1.4943820224719102,1.4943820224719102,1.0899122807017543,1.0022271714922049,1.0,1.0,1.0
K2,wide,sigma,0.036,0.036,1.0218785428365755,1.0701754385964912,1.0426966292134832,1.0701754385964912,1.0155902004454342,1.002808988764045,1.0,1.0
K2,wide,sigma,0.037,0.037,1.1248816755693527,1.5146067415730338,1.5146067415730338,1.2324561403508771,1.0022271714922049,1.0,1.0,1.0
K2,wide,sigma,0.038,0.038,1.0216144293317564,1.1033707865168538,1.1033707865168538,1.0263157894736843,1.0,1.0,1.0,1.0
K2,wide,sigma,0.039,0.039,1.1041125577822715,1.4539325842696629,1.4539325842696629,1.162280701754386,1.0111358574610245,1.0,1.0,0.9973262032085561
K2,wide,sigma,0.04,0.04,1.0224775058459776,1.0808988764044944,1.0808988764044944,1.0416666666666667,1.0066815144766148,1.0056179775280898,1.0,1.0
K2,wide,sigma,0.041,0.041,1.1113901084380207,1.4359550561797754,1.4359550561797754,1.2083333333333333,1.0267260579064588,1.0,1.0,0.9973262032085561
K2,wide,sigma,0.042,0.042,1.0123718706879559,1.051685393258427,1.051685393258427,1.019736842105263,1.0,1.002808988764045,1.0,1.0
K2,wide,sigma,0.043,0.043,1.138980827944673,1.6067415730337078,1.6067415730337078,1.219298245614035,1.0022271714922049,1.0056179775280898,1.0,1.0
K2,wide,sigma,0.044,0.044,1.0081945265786187,1.0382022471910113,1.0382022471910113,1.0109649122807018,1.0,1.0,1.0,1.0
